name,zip,title,specialties,price
Don W Swan,97005,"Psychologist,PsyD",  BrokenTrust   RelationshipIssues   Depression  ,160.0
Elizabeth Leah Downs,97005,"ClinicalSocialWork/Therapist,LCSW,CHT,ACSW",  Depression   Anxiety   Addiction  ,40.0
Ivy Ross,97005,"Marriage&FamilyTherapist,LMFT",  ChildorAdolescent   Depression   Anxiety  ,80.0
"Tracy Lindstrom, LMFT",97005,"Marriage&FamilyTherapist,LMFT",  Depression   Anxiety   MaritalandPremarital  ,100.0
Elizabeth Ellisan,97005,"LicensedProfessionalCounselor,MA,LPC",  Anxiety   ChildorAdolescent   TraumaandPTSD  ,120.0
Heleen Woest,97005,"LicensedProfessionalCounselor,MA,LPC,NCC",  TraumaandPTSD   RelationshipIssues   SexualAbuse  ,150.0
Susan Metcalfe,97005,"ClinicalSocialWork/Therapist,LCSW",  Anxiety   Depression   CopingSkills  ,125.0
Abigail Hawkins,97005,"ClinicalSocialWork/Therapist,MA,LCSW", ,100.0
Kathy Lefor,97005,"LicensedProfessionalCounselor,MS,LPC",  TraumaandPTSD   Anxiety   Depression  ,
Heidi Swartzmiller,97005,"Marriage&FamilyTherapistIntern,MA","  SexTherapy   Spirituality   Pregnancy,Prenatal,Postpartum  ",80.0
Therapy with George LLC,97005,"Marriage&FamilyTherapist,LMFT,(OR),LMFT-A,(SC)",  Men'sIssues   SelfEsteem   LifeTransitions  ,85.0
Horizon Greene,97005,"ClinicalSocialWork/Therapist,LCSW,LICSW",  TraumaandPTSD   Anxiety   Transgender  ,170.0
R. Adam Dickey,97209,"Psychologist,PsyD",  TraumaandPTSD   MoodDisorders   Anxiety  ,180.0
Erica Tan,97210,"Psychologist,PsyD,LCP",  Gay   Transgender   MoodDisorders  ,100.0
Carol J. Stuart,97205,"Psychologist,PsyD",  RelationshipIssues   Grief   Anxiety  ,180.0
"Jason Durtschi, LCSW (Tree of Life Counseling)",97227,"ClinicalSocialWork/Therapist,MSW,LCSW",  Depression   Anxiety   Addiction  ,100.0
Robert Socherman,97227,"Psychologist,PhD",  HomeVisits   RelationshipIssues   TraumaandPTSD  ,120.0
Michael Kubetz,97209,"LicensedProfessionalCounselor,MA,LMFT,LPC",  RelationshipIssues   Grief   Infidelity  ,100.0
Kathleen McLaughlin,97225,"ClinicalSocialWork/Therapist,LCSW,PhD",  Anxiety   Depression   RelationshipIssues  ,140.0
Sara Penner,97239,"ClinicalSocialWork/Therapist,LCSW",  ChildorAdolescent   Parenting  ,70.0
Brandy K. Poirier,97205,"LicensedProfessionalCounselor,MA,LPC",  TraumaandPTSD   FamilyofOriginIssues   ADHD  ,150.0
Loralee Newman,97239,"LicensedProfessionalCounselor,MA,LPC",  RelationshipIssues   Depression   LifeCoaching  ,175.0
Patrick Bartos,97205,"Psychologist,PsyD", ,150.0
"Heart Thyself, LLC",97210,"LicensedProfessionalCounselor,LPC",  NarcissisticPersonality   Codependency   RelationshipIssues  ,125.0
Brynna Sibilla,97232,"ClinicalSocialWork/Therapist,LCSW",  Anxiety   RelationshipIssues   Depression  ,120.0
Anne Sophie Houdek,97232,"ClinicalSocialWork/Therapist,LCSW",  Depression   RelationshipIssues   Grief  ,120.0
Shauri Bunch,97209,"LicensedProfessionalCounselor,MA,LPC",  RelationshipIssues   Depression   Anxiety  ,130.0
The Mustard Seed for Counseling,97215,"LPCIntern,MA",  MoodDisorders   RelationshipIssues   Parenting  ,20.0
Susan Diane Gendein-Marshall,97210,"Psychologist,PhD",  Anxiety   Depression   SelfEsteem  ,160.0
Douglas Johns,97209,"ClinicalSocialWork/Therapist,LCSW",  RelationshipIssues   AngerManagement  ,150.0
Rebecca Roxanne Coren,97225,"LicensedProfessionalCounselor,MA,LPC",  RelationshipIssues   Anxiety   FamilyConflict  ,80.0
Anna Lisa Couturier,97232,"ClinicalSocialWork/Therapist,LCSW,CADCI",  TraumaandPTSD   Depression   Addiction  ,120.0
Bart J. Walsh,97219,ClinicalSocialWork/Therapist,  TraumaandPTSD   ChronicPain   Anxiety  ,80.0
"Tracy Heart, M.A., L.P.C.",97219,"LicensedProfessionalCounselor,MA,LPC",  TrainedinEMDR&FlashTechnique   LifeCoaching   Codependency  ,
Jean K Shirkoff,97209,"ClinicalSocialWork/Therapist,LCSW,MSW,BCD,ACSW",,120.0
Sonya Shepsis,97205,"Psychologist,PsyD",  Depression   SelfEsteem   RelationshipIssues  ,150.0
"Diane C Moore, MA, LPC",97223,"LicensedProfessionalCounselor,MA,MFT,LPC",  RelationshipIssues   Anxiety   CopingSkills  ,90.0
Kathryn Senders,97209,"LicensedProfessionalCounselor,MA,LPC",  Depression   CopingSkills   RelationshipIssues  ,100.0
Tracy Jendritza,97210,"Psychologist,PsyD,DBT-LBC",  BorderlinePersonality   ChronicImpulsivity   Parenting  ,160.0
Paul Lee,97214,"ClinicalSocialWork/Therapist,LCSW",  AngerManagement   SexualAbuse   Depression  ,85.0
Larry Conner,97214,"LicensedProfessionalCounselor,MA,LPC",  MaritalandPremarital   SexualAddiction   Depression  ,160.0
Britt Anderson,97219,"Psychologist,PhD",  RelationshipIssues   Anxiety   Depression  ,200.0
"Norma Schell, MA, LPC, MHC",97205,"LicensedProfessionalCounselor,MA,LPC,MHC",  Depression   Anxiety   ChronicIllness  ,90.0
Sarah Hoagland,97205,"LicensedProfessionalCounselor,MA,LPC",  RelationshipIssues   Depression   Anxiety  ,125.0
Meghan Campbell,97202,"LicensedProfessionalCounselor,MSEd,LPC",  EatingDisorders   DualDiagnosis   LifeTransitions  ,120.0
Karen St Clair,97214,"ClinicalSocialWork/Therapist,LCSW",  Grief   Addiction   TraumaandPTSD  ,80.0
Dino Paris Counseling & High Performance Coaching,97239,"Marriage&FamilyTherapist,MA,LMFT",  TraumaandPTSD   Anxiety   SportsPerformance  ,190.0
Jane Newman,97225,"LicensedProfessionalCounselor,LPC",,120.0
Florence Trentacosti,97225,"Psychologist,PsyD",  Depression   Anxiety   RelationshipIssues  ,175.0
"Portland Neurofeedback, LLC",97212,"LCSW,PhD,LPC,QMHP",  Anxiety   SleeporInsomnia   Stress  ,95.0
Jeanne V Bjorklund,97239,"Marriage&FamilyTherapist,MA,LMFT-CA",  RelationshipIssues   Codependency   Spirituality  ,90.0
The Hope Connection,97221,"Marriage&FamilyTherapist,LMFT,LPC",  TraumaandPTSD   ChildorAdolescent   RelationshipIssues  ,30.0
The Four Rivers,97216,"Counselor,MDiv",  SexualAddiction   RelationshipIssues   FamilyConflict  ,
Sean Erik Barnett,97209,"ClinicalSocialWork/Therapist,LCSW",  Depression   Anxiety  ,70.0
Kathy Ann Hardie-Williams,97223,"Marriage&FamilyTherapist,MEd,MS,LPC,LMFT",  RelationshipIssues   FamilyConflict   Parenting  ,175.0
Jennifer Morris,97219,"LicensedProfessionalCounselor,LPC",  Depression   Anxiety   CopingSkills  ,80.0
Mary J DiOrio,97205,"ClinicalSocialWork/Therapist,MSW,LCSW",  EatingDisorders   RelationshipIssues   Anxiety  ,170.0
Jennifer E Kelly,97205,"Psychologist,PsyD",  RelationshipIssues   Anxiety   Depression  ,120.0
Angelie Karabatsos,97223,"LicensedProfessionalCounselor,LPC,NCC,MA",  Anxiety   MaritalandPremarital   Depression  ,80.0
Blake Locher,97205,"LicensedProfessionalCounselor,MS,CRC,LPC",  Anxiety   Depression   SelfEsteem  ,60.0
Jean Linscott,97035,"Psychologist,PhD",  Anxiety   Parenting   PeerRelationships  ,150.0
Jennifer DeVan,97214,"ClinicalSocialWork/Therapist,LCSW",  Depression   Anxiety   SelfEsteem  ,110.0
Dr. Darin Bergen,97214,"Psychologist,PsyD",  Depression   TraumaandPTSD   Divorce  ,180.0
Katherine Jansen-Byrkit,97239,"LicensedProfessionalCounselor,MPH,LPC",  RelationshipIssues   MoodDisorders   Spirituality  ,70.0
Life Encounter Counseling,97223,"LicensedProfessionalCounselor,MA,MFT,CCTP,LPC",  TraumaandPTSD   RelationshipIssues   Anxiety  ,80.0
Stephen Boyd,97202,"Psychologist,PhD",  ChronicPain   AlcoholUse   Depression  ,
Susan Pease Banitt,97219,"ClinicalSocialWork/Therapist,LCSW,RYT",  TraumaandPTSD   Spirituality   DissociativeDisorders  ,60.0
"Anxiety and Panic Treatment Center, LLC",97201,"Psychologist,PhD","  Obsessive-Compulsive(OCD)   Anxiety   Trichotillomania,Hypochondriasis  ",110.0
Martin Fisher,97205,"Psychologist,PsyD",  RelationshipIssues   Depression   Anxiety  ,160.0
Sarah Schrott,97205,"ClinicalSocialWork/Therapist,LCSW",  RelationshipIssues   Depression   Anxiety  ,90.0
Chris Lehman,97219,"LPCIntern,MA,MS",  RelationshipIssues   LifeTransitions   Anxiety  ,90.0
Graham Sterling,97210,"LicensedProfessionalCounselor,MA,NCC,LPC",  RelationshipIssues   FamilyConflict   Grief  ,70.0
Jacci Jones,97006,"Marriage&FamilyTherapist,LMFT",  Parenting   Depression   Addiction  ,80.0
Samantha Forsythe,97205,"Psychologist,PsyD",  Anxiety   RelationshipIssues   Infertility  ,150.0
Sharon Elwood,97223,"LicensedProfessionalCounselor,MA,LPC",  RelationshipIssues   Anxiety   Parenting  ,120.0
Robert L Marrs,97223,"ClinicalSocialWork/Therapist,LCSW,PC", ,100.0
Megan Ogle,97205,"Psychologist,PsyD",  MoodDisorders   Anxiety   SelfEsteem  ,140.0
Annette R Rankin,97236,"Marriage&FamilyTherapist,LMFT",  Depression   Anxiety   RelationshipIssues  ,80.0
Terri L. Mishler,97006,"Psychologist,PsyD",  RelationshipIssues   Depression   Anxiety  ,
New Springs Counseling Service Brian Longworth,97223,"LicensedProfessionalCounselor,MDiv,PhD,LPC",  MaritalandPremarital   Men'sIssues   PersonalityDisorders  ,30.0
Christine G Glenn,97219,"Psychologist,PhD",  Anxiety   Depression   ADHD  ,80.0
Kelly Arthur,97202,"LicensedProfessionalCounselor,MS,NCC,CADCI",  RelationshipIssues   MaritalandPremarital   Grief  ,120.0
Susan Scharfman,97215,"LicensedProfessionalCounselor,MS,MFT,LPC",  RelationshipIssues   Anxiety   Grief  ,80.0
"Lisa Sloan Strom, LPC, LLC",97221,"LicensedProfessionalCounselor,MA,LPC,CADC-I",  LifeTransitions   LifeCoaching   CopingSkills  ,150.0
Brooke Gateley Meier,97203,"ClinicalSocialWork/Therapist,LCSW",  Stress   SexualAbuse   Anxiety  ,100.0
Wendy Haynes,97232,"Counselor,MA,PhD,LMFT",  CopingSkills   RelationshipIssues   LifeTransitions  ,160.0
Leah Haas,97205,"Pre-LicensedProfessional,MSW,CSWA",  SexTherapy   Transgender   Gay  ,100.0
Crystal J Mattox,97219,"Marriage&FamilyTherapist,LMFT",  RelationshipIssues   TraumaandPTSD   Grief  ,150.0
"Couples, family & child therapy office",97219,"LicensedProfessionalCounselor,MA,LPC,NCC",  RelationshipIssues   TraumaandPTSD   Anxiety  ,90.0
Vanessa Washington,97205,"LicensedProfessionalCounselor,LPC,NCC",  TraumaandPTSD   Anxiety   LifeTransitions  ,90.0
Whitney Preece,97215,"LicensedProfessionalCounselor,MS,LPC",  RelationshipIssues   Depression   Anxiety  ,125.0
Michael Makinster,97220,"LicensedProfessionalCounselor,MA,LPC",  MoodDisorders   MaritalandPremarital   Anxiety  ,60.0
Tracy L Lewis,97215,"LicensedProfessionalCounselor,MA,LPC",  RelationshipIssues   MoodDisorders   MaritalandPremarital  ,120.0
Elizabeth C Gentzkow,97239,"LicensedProfessionalCounselor,LPC,CMHIMP,BC-TMH",  Anxiety   CareerCounseling   RelationshipIssues  ,125.0
James Delaney,97223,"Marriage&FamilyTherapist,MEd,LMFT",  Depression   Anxiety   TraumaandPTSD  ,100.0
Julie Streit,97223,Pre-LicensedProfessional,  SuicidalIdeation   Spirituality   DomesticAbuse  ,40.0
Bridget Lovejoy,97221,"ClinicalSocialWork/Therapist,LCSW",  RelationshipIssues   TraumaandPTSD   Anxiety  ,130.0
Andrew K. Lundgren,97225,"Marriage&FamilyTherapist,MA,LPC,LMFT",  RelationshipIssues   Depression   CareerCounseling  ,90.0
Thrive West Counseling & Consulting,97239,"LPC,NCC,BC-TMH",  Anxiety   TraumaandPTSD   CareerCounseling  ,100.0
MindTree Holistic Counseling & Wellness Center LLC,97221,Marriage&FamilyTherapist,  Anxiety   ChildorAdolescent   RelationshipIssues  ,
Sandie Lamb-Moudy,97221,,  Grief   LifeTransitions   Depression  ,30.0
Panoramic Counseling,97218,"LPCIntern,CRC,CEAS,LPC-I",  LifeTransitions   CareerCounseling   Grief  ,85.0
Rachel Arias,97205,"Marriage&FamilyTherapistIntern,MS",  Anxiety   LifeTransitions   RelationshipIssues  ,
Nannette Zirnstein,97225,"LicensedProfessionalCounselor,LPC",  Transgender   RelationshipIssues   Anxiety  ,165.0
Yerim Park,97223,"LPCIntern,LPCI,MSW,MA",  Depression   Grief   LifeCoaching  ,30.0
Tom Swafford,97217,"Pre-LicensedProfessional,MA",  Gay   Men'sIssues   Stress  ,70.0
Brent Moore,97229,"LicensedProfessionalCounselor,MA,LPC",  EatingDisorders   Anxiety   Depression  ,175.0
Christina M Avellan,97205,"Pre-LicensedProfessional,MA,MHC,PC",  TraumaandPTSD   SelfEsteem   Anxiety  ,100.0
Erin Winn Oliva,97205,"ClinicalSocialWork/Therapist,LCSW,MSW,QMHP",  TestingandEvaluation   TraumaandPTSD  ,600.0
Char Aubrey,97214,"LPCIntern,MS,NCC","  RelationshipIssues   Pregnancy,Prenatal,Postpartum   Anxiety  ",100.0
Kim Daglen,97221,Pre-LicensedProfessional,  Anxiety   Depression   LifeTransitions  ,30.0
Tim Phillips,97223,"LicensedProfessionalCounselor,MA,LPC",  TraumaandPTSD   Anxiety   Depression  ,135.0
Jennifer Moore,97205,"LicensedProfessionalCounselor,MA,LPC,NCC",  MoodDisorders   Anxiety   RelationshipIssues  ,150.0
Karen Phillips,97223,"LicensedProfessionalCounselor,MA,LPC",  TraumaandPTSD   Depression   Anxiety  ,135.0
Patrick Ethel-King,97223,"Psychologist,PhD",  ChildorAdolescent   TestingandEvaluation   RacialIdentity  ,100.0
"Barcelona Counseling, LLC",97005,"LicensedProfessionalCounselor,LPC,NCC,LH",  TraumaandPTSD   RelationshipIssues   SelfEsteem  ,125.0
Jennifer Fergusson,97005,"LicensedProfessionalCounselor,LPC,PMH-C","  Pregnancy,Prenatal,Postpartum   Women'sIssues   LifeTransitions  ",160.0
Jaxon Shaffer,97005,"Marriage&FamilyTherapistIntern,MA",  RelationshipIssues   SelfEsteem   Transgender  ,100.0
Saya Doucet,97005,"LPCIntern,MA,LPC-I",  Depression   Anxiety   DomesticViolence  ,
Heidi Scanlan,97005,"ClinicalSocialWork/Therapist,MSW,LCSW","  Pregnancy,Prenatal,Postpartum   Depression   Anxiety  ",85.0
Jasmine Arrusamy,97005,"LicensedProfessionalCounselor,MA,NCC,LPC",  ChildorAdolescent   Parenting   Stress  ,85.0
Maureen McCormick,97005,"ClinicalSocialWork/Therapist,LCSW",  Grief   LifeTransitions   ChronicIllness  ,50.0
Ushirika V. Johnson,97005,"LicensedProfessionalCounselor,MA,NCC,LPC,CDWF",  Women'sIssues   Anxiety   MaritalandPremarital  ,100.0
Fiona Chen,97005,"ClinicalSocialWork/Therapist,LCSW",  Stress   RelationshipIssues   SelfEsteem  ,110.0
Chris Corbett,97005,"Psychologist,PsyD",  Anxiety   Depression   TestingandEvaluation  ,120.0
"Melanie Smith-Thuret, M.S., MSW, LCSW",97005,"ClinicalSocialWork/Therapist,MS,MSW,LCSW",  Depression   Anxiety   Women'sIssues  ,150.0
Jerome Yoman,97005,"Psychologist,PhD,ABPP",  Depression   RelationshipIssues   Psychosis  ,150.0
"Glynis M. Stafford, MA LPC",97005,"LicensedProfessionalCounselor,MA,LPC,DBTC,NCC",  Anxiety   Depression   CopingSkills  ,90.0
Jolene Molinaro,97005,"ClinicalSocialWork/Therapist,LCSW",  MoodDisorders   Anxiety   RelationshipIssues  ,80.0
"A Healing Intention, LLC",97005,"ClinicalSocialWork/Therapist,LCSW",  Anxiety   Depression   Transgender  ,70.0
Albatross Counseling Services,97005,"LPCIntern,MS,CRC,",  Men'sIssues   Anxiety   ChronicIllness  ,50.0
Amy McClung,97005,"Marriage&FamilyTherapist,MA,LPC,LMFT","  Pregnancy,Prenatal,Postpartum   Women'sIssues   LifeTransitions  ",120.0
Megan Callahan,97227,"Psychologist,PsyD",  Depression   TraumaticBrainInjury   TestingandEvaluation  ,170.0
Julie Cavese,97205,"LicensedProfessionalCounselor,PsyD,LPC",  Depression   Divorce   RelationshipIssues  ,130.0
Carolen A. Hope,97221,"Psychologist,PhD",  TraumaandPTSD   Anxiety   Depression  ,95.0
"Rayna L Jenks, LCSW, LLC",97225,"ClinicalSocialWork/Therapist,LCSW",  Anxiety   SubstanceUse   Depression  ,120.0
Lua Weatherdon,97225,"ClinicalSocialWork/Therapist,LCSW",  TraumaandPTSD   Anxiety   Depression  ,140.0
Steven Bo O'Dell,97214,"ClinicalSocialWork/Therapist,MSW,LCSW,BCD,CHT",  SexualSelfPerceptionandEsteem   Anxiety   Depression  ,145.0
Michaele P Dunlap,97209,"Psychologist,PsyD",  RelationshipIssues   Anxiety   FamilyConflict  ,165.0
Garrett Baldwin,97225,"LicensedProfessionalCounselor,MA,LPC,LMFT",  RelationshipIssues   Anxiety   SelfEsteem  ,170.0
Patrick Nagel,97007,"LicensedProfessionalCounselor,MS",  Men'sIssues   Transgender   BipolarDisorder  ,100.0
Whole Life Therapy,97213,"LicensedProfessionalCounselor,MA,LPC","  Pregnancy,Prenatal,Postpartum   Parenting   RelationshipIssues  ",100.0
Naomi Steinberg,97209,"Psychologist,PhD", ,120.0
Angela S Newburg,97225,"LicensedProfessionalCounselor,MA,LPC",  TraumaandPTSD   Depression   Spirituality  ,75.0
Andrew P. Price,97214,"ClinicalSocialWork/Therapist,MSW,LCSW",  Depression   RelationshipIssues   Anxiety  ,130.0
Janet Barlow,97225,"ClinicalSocialWork/Therapist,LCSW",  Anxiety   Addiction   Codependency  ,130.0
Darci L Walker,97205,"Psychologist,PsyD",  Anxiety   Depression   Parenting  ,200.0
Gregory Devore,97213,"Psychologist,PhD",  Anxiety   ADHD   Obsessive-Compulsive(OCD)  ,100.0
Sarah Fairchild,97205,"Psychologist,PsyD",  Anxiety   RelationshipIssues   CopingSkills  ,170.0
Jennifer Rich,97209,"LicensedProfessionalCounselor,MA,LPC,EMDR",  TraumaandPTSD   Anxiety   RelationshipIssues  ,120.0
C.J. Sanders,97239,"Marriage&FamilyTherapistIntern,MA",  MaritalandPremarital   RelationshipIssues   Codependency  ,120.0
Mindful Lotus Therapy and Wellness,97214,"Counselor,LPC",  Anxiety   Depression   TraumaandPTSD  ,100.0
Beth Shiveley,97225,"LicensedProfessionalCounselor,MA,NCC,LPC",  TraumaandPTSD   Anxiety   Depression  ,160.0
Hunter Vaughn,97214,"Psychologist,PsyD",  Gay   Transgender   RelationshipIssues  ,150.0
Wes Harris,97205,"LicensedProfessionalCounselor,MA,LPC,CADC,I",  Anxiety   Addiction   Depression  ,80.0
Erika Ruber,97212,"ClinicalSocialWork/Therapist,LCSW",  Depression   RelationshipIssues   TraumaandPTSD  ,120.0
Maggie Marmaduke Breitenstein,97225,"LicensedProfessionalCounselor,MA,LPC",  RelationshipIssues   TraumaandPTSD   FamilyConflict  ,120.0
Katherine Reed,97223,"ClinicalSocialWork/Therapist,MSW,LCSW",  ChildorAdolescent   Parenting   Anxiety  ,160.0
Deborah Orandon,97219,"LicensedProfessionalCounselor,MS,NCC,LPC",  Anxiety   Depression   HighSensitivity(HSP)&Giftedness  ,125.0
Tricia Ann Zigrang,97205,"Psychologist,PhD",  Depression   Anxiety   EatingDisorders  ,125.0
"May Lim, PhD Psychologist LLC",97225,"Psychologist,PhD",  ADHD   Anxiety   BehavioralIssues  ,125.0
Patricia Schuetz,97223,"Marriage&FamilyTherapistIntern,MA,LMFTI",  MaritalandPremarital   TraumaandPTSD   EatingDisorders  ,50.0
Sedona Karlin,97219,"Marriage&FamilyTherapist,LMFT,RPT","  Pregnancy,Prenatal,Postpartum   Anxiety   ChildorAdolescent  ",140.0
Joan Kendall Ayala,97221,"ClinicalSocialWork/Therapist,LCSW,CADCIII,CRM",  CopingSkills   Anxiety   Depression  ,60.0
Jenny Labrousse,97223,"LPCIntern,MA",  Anxiety   Obsessive-Compulsive(OCD)   TraumaandPTSD  ,
Landon Berger,97210,"Psychologist,PsyD",  LifeTransitions   PeerRelationships   SelfEsteem  ,125.0
Ally Counseling,97223,"Marriage&FamilyTherapist,LMFT",  Anxiety   Depression   MaritalandPremarital  ,90.0
Erin L Loken,97005,"Marriage&FamilyTherapist,LMFT",  Anxiety   Obsessive-Compulsive(OCD)   TicsDisordersandTouretteSyndrome(Tourettes)  ,
Steve Hand,97209,"ClinicalSocialWork/Therapist,LCSW,ACSW,BCD",  Depression   Divorce   Addiction  ,20.0
Wellness PNW Counseling,97006,Marriage&FamilyTherapist,  RelationshipIssues   MaritalandPremarital   SexTherapy  ,100.0
Catherine Lee,97006,"LPCIntern,MA,NCC,LPC-I",  Anxiety   TraumaandPTSD   RacialIdentity  ,90.0
Accepting Or Taking New Clients Tory Harding,97006,"LPCIntern,MA",  ChildorAdolescent   Depression   Anxiety  ,120.0
Luke Patrick,97006,"Psychologist,PhD",  SportsPerformance   Anxiety   LifeTransitions  ,
Matt Creagan,97006,"Pre-LicensedProfessional,MA",  Anxiety   Depression   SportsPerformance  ,80.0
"Bloom Therapy, LLC",97006,"LicensedProfessionalCounselor,PhD,NCC,LPC",  Depression   RacialIdentity   SelfEsteem  ,175.0
Jim Rowley,97006,"Psychologist,PsyD",  Anxiety   SubstanceUse  ,
Golnoush Monfared,97006,"Psychologist,PsyD",  TraumaandPTSD   Depression   Anxiety  ,150.0
Alexander N Rassekh,97006,"LicensedProfessionalCounselor,MA,LPC",  TraumaandPTSD   Anxiety   Depression  ,105.0
Accepting New Clients Ashley,97006,"Marriage&FamilyTherapistIntern,MA,MFT",  Anxiety   ChildorAdolescent   RelationshipIssues  ,115.0
Kathia Rabelo,97006,"Marriage&FamilyTherapist,LMFT",  Anxiety   Depression   LifeTransitions  ,175.0
Accepting New Clients Melissa Montello,97006,"Pre-LicensedProfessional,Intern",  TraumaandPTSD   Infertility   Anxiety  ,40.0
Dr. Rebecca Wara-Goss,97006,"Marriage&FamilyTherapist,LMFT,PhD,MA,TRI,ESMHL",  Anxiety   Depression   Spirituality  ,165.0
Christina Weiss,97006,"Psychologist,PsyD",  Depression  ,160.0
Christine Landis,97006,"ClinicalSocialWork/Therapist,LCSW",  Depression   RelationshipIssues   Anxiety  ,120.0
Kiersten Lindahl,97006,"Marriage&FamilyTherapistIntern,MS,LMFT-I",  CopingSkills   Anxiety   RelationshipIssues  ,100.0
Amanda Barron,97006,"LPCIntern,MMFT,LMT,RYT",  Anxiety   TraumaandPTSD   MaritalandPremarital  ,100.0
Krystal Marcinkiewicz,97006,"LicensedProfessionalCounselor,MA",  Women'sIssues   EatingDisorders   SelfEsteem  ,150.0
Julie Baxter,97006,"LPCIntern,MS",  TraumaandPTSD   RelationshipIssues   Depression  ,120.0
Susan Driver,97006,"ClinicalSocialWork/Therapist,LCSW",  ChildorAdolescent   TraumaandPTSD   Women'sIssues  ,60.0
